0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
9.733105862694941,9.698519742066647,9.676560903003072,9.661944200583628,9.652615222243424,9.646667591629113,9.642898585466662,9.640506150272167,9.638996639583414,9.62928520361241,9.551517463308565,9.50030620050355,9.424235328758071,9.324606170555652,9.071601475754262,6.588749493697961,3.318001064017561,2.0338852164111914,1.5665587830762386,1.222709244666794,0.830508081293515,0.3929001917838251,0.1546355419089013,0.1080250627266747,0.13188605846448254,0.22707814837218968,0.22751719759984537,0.13279381145837746,0.06254843511739325,0.016452891473587215,2.3990456252521673e-05,4.2268468233203174e-08,1.5573870795627645e-08,9.824726956345638e-09,6.159607861393255e-09,3.871725849060965e-09,2.392189926851476e-09,1.4990078182758367e-09,9.336277400940776e-10,5.847950815516671e-10,3.645611255908815e-10,2.258132854297525e-10,1.407785649740953e-10,8.6044016942725e-11,5.3758600787681604e-11,3.1978576000569825e-11,1.901031376286743e-11,8.766774485344009e-12,7.433936527044969e-12,1.684229773662205e-63
9.5362610875682,9.523326075384043,9.515192025295148,9.509790114687535,9.506335626373907,9.504122668339685,9.502711198354096,9.501808371449421,9.501234022557385,9.500866026681738,9.45098704718073,9.381249421976625,9.304804517692428,9.205793176455522,8.950391301855893,6.482329340460964,3.238669415461376,1.9697723460215084,1.5098675073211025,1.1719812307563828,0.7874345394429274,0.36215892618408413,0.13553540394249863,0.09221653358983435,0.11491250133936284,0.20530709740723344,0.20614269953308875,0.11661597826442448,0.050994519843215534,0.00863031066436854,1.2571821535250868e-05,2.1181765567989442e-08,7.626635366962741e-09,4.8566923445719825e-09,3.0738758869344784e-09,1.950528271785094e-09,1.2166243140697343e-09,7.696247864160274e-10,4.83907024076524e-10,3.059867895204265e-10,1.9256731907021683e-10,1.2041380293206997e-10,7.57838215826736e-11,4.67600329031288e-11,2.94927611181137e-11,1.771081240753932e-11,1.062873554269427e-11,4.948165811443981e-12,4.235801679907406e-12,8.809116624047619e-64
9.349110132200583,9.349089492270858,9.349068280686359,9.334267474772505,9.346593104734652,9.370071136825958,9.381590844681037,9.385078252475418,9.385512574566157,9.383325508327756,9.336510333138088,9.268068679796812,9.191348141485637,9.093090338684638,8.835592809621511,6.380546399195482,3.162066708589529,1.9076373684966437,1.4548699697287557,1.122763790911356,0.745740467482037,0.3327591715896678,0.11767230687282107,0.07753852820204939,0.0990505425023925,0.18466858847292042,0.18585829480228147,0.10144035609524525,0.040302675438194394,0.0014902325807827819,2.1365117153767086e-06,1.5656225511579385e-09,1.1475112385458937e-12,8.412619642720847e-16,6.18901178937229e-19,4.5708144058538225e-22,3.41066840724422e-25,2.5767152207995303e-28,1.9642271129692074e-31,1.5150404299365093e-34,1.1823652397620098e-37,9.378431899071048e-41,7.557307595060077e-44,6.232523450258521e-47,5.278597598664845e-50,4.666403989964336e-53,4.521359537321463e-56,5.827906723921289e-59,1.5304677584197207e-61,1.4977108602901921e-64
9.203215355515587,9.20319648134646,9.180513222983139,9.171124980054142,9.199382985272146,9.229957607707703,9.258755013787972,9.272229928419138,9.275497230224673,9.272924305011317,9.22771634583176,9.160266788852107,9.08365377989067,8.986127304416724,8.726602078468387,6.2832319722776075,3.0882101529290904,1.8474442326837202,1.4015122959983233,1.0750085851936697,0.7053901594593872,0.30468374363102974,0.10101543373321649,0.0639523347096107,0.08426878813009264,0.1651435908310237,0.1666451691981468,0.08723916208185073,0.030443130746284998,4.4004923220053975e-05,3.2131068755308736e-08,2.354200345754885e-11,1.725278108434526e-14,1.2647211355205149e-17,9.304010882322601e-21,6.87121397792023e-24,5.1274197989154135e-27,3.873719659216169e-30,2.953035273203111e-33,2.277785644318e-36,1.7776919651527366e-39,1.410121276804395e-42,1.1363388446927556e-45,9.372221002757224e-49,7.938043991075403e-52,7.018667059792733e-55,6.801802244070766e-58,8.77294602138478e-61,2.3024566725112042e-63,2.2511273910396725e-66
9.054362123656288,9.054342808380854,9.05432197635944,9.049404991225042,9.051882962097974,9.08454725083788,9.124106926665212,9.155603278691926,9.168369764834218,9.16636474255123,9.125413166387505,9.058467920250177,8.981586362721984,8.884398255926907,8.62240229782762,6.190494914554714,3.0174475126423013,1.7892458629040067,1.3497565344207647,1.0286723103483544,0.6663524717877831,0.2779207217339215,0.08553297426407436,0.05141649256922152,0.07053304486936665,0.14671109429020415,0.14848321097582087,0.0739829200610838,0.021378136013565606,3.095465338867889e-05,2.2610463826595294e-08,1.6570287025923932e-11,1.2145967924001824e-14,8.904963099008801e-18,6.551659008875184e-21,4.838804526710526e-24,3.611117704625541e-27,2.728259594906512e-30,2.07993119952659e-33,1.6043887418360192e-36,1.2521955765969515e-39,9.933325371599271e-43,8.005007769981239e-46,6.602888376215877e-49,5.5927123419360715e-52,4.945837241270844e-55,4.793937678551965e-58,6.1869640211993546e-61,1.6228270125182367e-63,1.5852103990658991e-66
8.96934232839343,8.96934232839343,8.96934232839343,8.96934232839343,8.96934232839343,8.969342328393433,8.96934232839343,8.96934232839343,8.969342328393433,8.96934232839343,8.96934232839343,8.96934232839343,8.915723996210286,8.786466620855057,8.516770877853709,6.104659000654726,2.9546272736483954,1.734628834759389,1.2998877848565549,0.9838025920983737,0.6286711394915895,0.25263243950998376,0.07129130030774232,0.039911553235188135,0.05782161919395649,0.1293249174974193,0.13133812895872016,0.06164666480843017,0.01307220078756365,2.0270480906696285e-05,1.5534579338144706e-08,1.1840823229211886e-11,9.020359823390302e-15,6.8309455744133545e-18,5.134276272563696e-21,3.844215017441739e-24,2.896505808815882e-27,2.203800022818285e-30,1.6890159275545425e-33,1.3076553474969598e-36,1.0231130116901117e-39,8.129178979613467e-43,6.558484643515764e-46,5.414520080769815e-49,4.589080202101421e-52,4.06067531693579e-55,3.937858421842316e-58,5.0860794942429375e-61,1.3335250097052608e-63,1.301565913972654e-66
8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622735,8.845120814622737,8.845120814622737,8.845120814622737,8.845120814622737,8.776507888629334,8.384952375413915,6.031815413519365,2.9216817552820826,1.6921000258827168,1.2536784781798762,0.9407262430934287,0.5926626497778955,0.23017550909748152,0.059146427625392066,0.029639847188869896,0.04628681662154114,0.11267727310553093,0.11499355510427321,0.050280569661139383,0.005582857860400929,2.0011890227079582e-05,3.148541532989039e-08,4.714929120734722e-11,7.347759364507879e-14,1.0933109720766235e-16,1.4010469559068254e-19,1.5759626868806447e-22,1.6475972662286993e-25,1.6502515407216505e-28,1.5948749520534645e-31,1.4823743275177646e-34,1.3296439631194794e-37,1.1673229419591457e-40,1.017967686747063e-43,8.956735104840848e-47,8.0002026225973105e-50,7.373456228848015e-53,7.379826486549412e-56,9.77096704582317e-59,2.6088800248749353e-61,2.5811731936478115e-64
8.732787972888724,8.732787972888724,8.732787972888724,8.732787972888724,8.732787972888726,8.732787972888726,8.732787972888726,8.732787972888724,8.732787972888726,8.732787972888726,8.732787972888726,8.732787972888724,8.732787972888726,8.732787972888726,8.286815906559386,5.963984899217114,2.8958778441352293,1.6533245910652117,1.2093893672627685,0.8990545766640236,0.5579956657853622,0.20908736770150205,0.0480308871985764,0.020265670434185645,0.03566488368369273,0.09706513947370184,0.09964147850028902,0.03976194466272541,0.00017473253827456498,3.324404059683363e-07,5.415030812480403e-10,8.344084310027839e-13,1.333552951914065e-15,2.025102953207972e-18,2.631232934699487e-21,2.9843050107982086e-24,3.134272194610559e-27,3.1451366526175204e-30,3.0394208549578462e-33,2.8210490862678247e-36,2.52522403657355e-39,2.2119161389571703e-42,1.9243223699667047e-45,1.689089075285379e-48,1.5051042852194538e-51,1.3843858988140902e-54,1.3831764086400393e-57,1.8292294709201438e-60,4.874766831338962e-63,4.812878850490963e-66
8.633297939557586,8.633297939557586,8.633297939557588,8.633297939557586,8.633297939557586,8.633297939557586,8.633297939557588,8.633297939557586,8.633297939557586,8.633297939557586,8.633297939557586,8.633297939557586,8.633297939557586,8.633297939557586,8.174795494069354,5.898727738906208,2.8682594109755386,1.614820835519597,1.166221390678754,0.8585765605803607,0.5244812279763781,0.1888391285461357,0.03759290856005293,0.011657755123463925,0.02585475353751425,0.08254696154907243,0.0853138659643985,0.030045717469772876,0.00011577593471811675,1.9408408965817137e-07,2.812827490352828e-10,3.861876031097945e-13,5.453014329052977e-16,7.331222548728652e-19,8.581907628922952e-22,8.934103090556295e-25,8.725916852111282e-28,8.217657870151515e-31,7.513889776701094e-34,6.6662129534715505e-37,5.763106046380947e-40,4.918120413830365e-43,4.190793305088309e-46,3.615724300089091e-49,3.1757821505690407e-52,2.8885747193625286e-55,2.86106947297041e-58,3.759385209470297e-61,9.959871339240446e-64,9.783272103592994e-67
8.539953469308406,8.539939499653535,8.539925076916338,8.539910413067952,8.528614758887068,8.530606821788053,8.537376274108588,8.543092150852843,8.547234259142513,8.549893731186591,8.551212258461534,8.551762287151227,8.549750930649907,8.524292904618013,8.070409476839378,5.8342680189274665,2.836176350692408,1.575384280351224,1.1238339789137497,0.8191775476323263,0.4920203735506852,0.1693077294057853,0.027761122465121878,0.0037621919923634816,0.016813382487221817,0.06909271346120995,0.07198321541922229,0.021082951640833694,6.720700010617799e-05,9.44740567607482e-08,1.1706627018942203e-10,1.382548166957924e-13,1.6642088768152978e-16,1.9192131655355768e-19,1.9804475317683064e-22,1.8668076007803667e-25,1.6808699322788983e-28,1.477318886530335e-31,1.2738285561401044e-34,1.0787301644548394e-37,9.005729641522623e-41,7.491593163821578e-44,6.257961939766895e-47,5.312525773034447e-50,4.604382229419812e-53,4.145668891211164e-56,4.074474882478617e-59,5.323610253526996e-62,1.4031899992597579e-64,1.3721221407128338e-67
